year,vcnaics4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1978,3219,8334,9140,312765,296619,1133,12.549,910,10.079,63998,13947,50051,4.702,21.576,31894,13266,18628,4.472,10.753,32104,10.823,21.505,657,661,6569
1978,3221,360,745,212187,211715,66,9.103,26,3.586,10248,3315,6933,1.566,4.840,9325,2463,6862,1.163,4.405,923,0.436,8.809,6,6,434
1978,3222,3471,5043,408323,402439,425,8.591,233,4.710,41149,9183,31966,2.282,10.225,28904,10416,18488,2.588,7.182,12245,3.043,14.364,133,134,2622
1978,3231,29487,30810,602461,584991,3604,11.891,2600,8.579,87846,19544,68302,3.341,15.017,53062,23247,29815,3.974,9.071,34784,5.946,18.141,1947,1954,11640
1978,3241,1261,2057,148540,147206,176,8.598,156,7.621,12876,2693,10183,1.829,8.747,10147,2608,7539,1.772,6.893,2729,1.854,13.786,62,63,880
1978,3251,1006,2099,271466,268231,150,7.174,134,6.408,21054,2708,18346,1.010,7.849,14421,4449,9972,1.659,5.376,6633,2.473,10.753,48,48,1359
1978,3252,425,669,167443,166160,54,8.194,34,5.159,12015,2348,9667,1.413,7.231,9554,4521,5033,2.721,5.750,2461,1.481,11.500,12,12,272
1978,3253,772,1177,56162,55918,100,8.475,106,8.983,6297,1518,4779,2.715,11.261,5837,1670,4167,2.987,10.438,460,0.823,20.877,45,45,385
1978,3254,912,1130,152001,150366,82,7.199,100,8.780,11764,1329,10435,0.884,7.824,8388,2642,5746,1.757,5.578,3376,2.245,11.157,61,61,1166
1978,3255,1615,2073,79218,78228,135,6.509,137,6.606,8737,1698,7039,2.171,11.169,6718,2137,4581,2.732,8.588,2019,2.581,17.175,84,85,679
1978,3256,2055,2310,115546,113063,194,8.396,195,8.440,14666,2185,12481,1.933,12.972,9718,3226,6492,2.853,8.595,4948,4.376,17.190,130,132,898
1978,3259,1728,2208,99974,98701,212,9.654,188,8.561,11265,2606,8659,2.640,11.413,8596,2058,6538,2.085,8.709,2669,2.704,17.418,126,126,1055
1978,3261,8176,9525,486728,463564,1162,12.444,787,8.428,87791,18036,69755,3.891,18.938,41262,15538,25724,3.352,8.901,46529,10.037,17.802,551,554,7535
1978,3262,1737,2110,234941,233388,182,8.683,154,7.347,18613,3235,15378,1.386,7.975,15909,3308,12601,1.417,6.817,2704,1.159,13.633,101,101,1075
1978,3271,1335,1647,99392,97363,181,11.037,167,10.183,12539,1781,10758,1.829,12.879,8443,2904,5539,2.983,8.672,4096,4.207,17.343,116,116,1175
1978,3272,1309,1599,185511,180313,200,12.747,140,8.923,18096,2207,15889,1.224,10.036,7827,1347,6480,0.747,4.341,10269,5.695,8.682,98,99,784
1978,3273,7647,9491,190871,184798,754,7.956,727,7.671,35538,7767,27771,4.203,19.231,23455,7181,16274,3.886,12.692,12083,6.539,25.385,483,494,3357
1978,3274,291,387,17345,16696,59,15.608,41,10.847,2123,598,1525,3.582,12.716,790,436,354,2.611,4.732,1333,7.984,9.464,27,27,62
1978,3279,2189,2526,98132,95465,271,10.870,205,8.223,13229,2456,10773,2.573,13.858,7937,2264,5673,2.372,8.314,5292,5.543,16.628,143,143,986
1978,3311,437,531,418840,421969,65,12.346,56,10.636,21281,4400,16881,1.043,5.043,28003,2698,25305,0.639,6.636,-6722,-1.593,10.087,36,36,237
1978,3312,490,659,94557,92306,43,6.626,23,3.544,8888,747,8141,0.809,9.629,4283,704,3579,0.763,4.640,4605,4.989,9.280,13,13,250
1978,3313,273,434,110311,106779,25,5.780,22,5.087,12237,918,11319,0.860,11.460,5338,2497,2841,2.338,4.999,6899,6.461,9.998,11,11,680
1978,3314,841,1068,125318,126062,90,8.487,75,7.072,9933,1405,8528,1.115,7.879,11598,3495,8103,2.772,9.200,-1665,-1.321,15.759,51,51,540
1978,3315,2822,3156,314926,304781,196,6.213,193,6.118,37410,6525,30885,2.141,12.274,17283,5035,12248,1.652,5.671,20127,6.604,11.341,137,138,2477
1978,3321,2862,3071,157261,151449,250,8.213,196,6.439,22268,5490,16778,3.625,14.703,10806,3629,7177,2.396,7.135,11462,7.568,14.270,132,132,1598
1978,3322,1137,1241,94170,90696,95,7.655,95,7.655,13281,2303,10978,2.539,14.644,6266,3133,3133,3.454,6.909,7015,7.735,13.818,73,73,1652
1978,3323,9346,10131,352585,341126,997,9.975,724,7.244,64584,11789,52795,3.456,18.933,41909,15489,26420,4.541,12.285,22675,6.647,24.571,518,523,8746
1978,3324,1347,1755,172686,171118,115,6.602,89,5.109,16408,3352,13056,1.959,9.589,13636,3798,9838,2.220,7.969,2772,1.620,15.938,50,51,987
1978,3325,893,973,92070,89303,83,8.673,51,5.329,11675,1925,9750,2.156,13.073,6421,1586,4835,1.776,7.190,5254,5.883,14.380,30,30,261
1978,3326,1499,1677,67068,65366,153,9.262,103,6.235,10438,2019,8419,3.089,15.969,6923,3236,3687,4.951,10.591,3515,5.377,21.182,65,65,896
1978,3327,18471,18766,314135,294612,2272,12.737,416,2.332,61690,13075,48615,4.438,20.939,22568,6827,15741,2.317,7.660,39122,13.279,15.320,205,205,3412
1978,3328,5301,5578,124209,117388,460,8.346,327,5.933,23654,4440,19214,3.782,20.150,10176,3200,6976,2.726,8.669,13478,11.482,17.337,257,258,2002
1978,3329,4612,5106,371267,360557,591,11.805,392,7.830,47616,9237,38379,2.562,13.206,25704,6825,18879,1.893,7.129,21912,6.077,14.258,272,273,3760
1978,3331,2853,3268,384626,377552,361,11.187,279,8.646,47994,6404,41590,1.696,12.712,33850,6498,27352,1.721,8.966,14144,3.746,17.931,186,186,2532
1978,3332,3501,3744,190115,183012,269,7.181,273,7.288,28371,8210,20161,4.486,15.502,14373,5710,8663,3.120,7.854,13998,7.649,15.707,171,171,1457
1978,3333,1988,2098,162628,158219,174,8.367,137,6.588,20981,4102,16879,2.593,13.261,12184,3999,8185,2.528,7.701,8797,5.560,15.401,76,76,475
1978,3334,1651,1874,187322,180345,282,15.533,165,9.088,26272,4795,21477,2.659,14.568,12267,4096,8171,2.271,6.802,14005,7.766,13.604,115,115,1209
1978,3335,9383,9769,280747,269760,844,8.781,530,5.514,41008,6134,34874,2.274,15.202,19080,7088,11992,2.628,7.073,21928,8.129,14.146,411,411,2699
1978,3336,671,806,194228,191078,38,4.697,44,5.439,15691,993,14698,0.520,8.212,9074,906,8168,0.474,4.749,6617,3.463,9.498,26,26,202
1978,3339,5399,5871,354624,341828,501,8.642,353,6.089,52718,12808,39910,3.747,15.422,27186,8372,18814,2.449,7.953,25532,7.469,15.906,233,235,2568
1978,3341,775,899,210358,199140,178,20.904,83,9.748,39148,8214,30934,4.125,19.659,16929,3389,13540,1.702,8.501,22219,11.158,17.002,44,45,1881
1978,3342,1526,1666,242927,233482,209,12.571,202,12.150,35621,4996,30625,2.140,15.256,16640,5463,11177,2.340,7.127,18981,8.130,14.254,140,140,1969
1978,3343,528,559,69519,68526,82,14.801,72,12.996,9900,1446,8454,2.110,14.447,8120,1303,6817,1.901,11.850,1780,2.598,23.699,49,49,416
1978,3344,3184,3567,383553,371705,493,14.102,351,10.040,60004,10022,49982,2.696,16.143,36770,11178,25592,3.007,9.892,23234,6.251,19.785,253,254,3092
1978,3345,3294,3747,504627,486810,364,9.792,305,8.204,63920,9200,54720,1.890,13.130,28459,8690,19769,1.785,5.846,35461,7.284,11.692,201,201,3351
1978,3346,607,632,27550,25863,115,18.504,94,15.125,6316,1004,5312,3.882,24.421,2969,932,2037,3.604,11.480,3347,12.942,22.960,62,62,266
1978,3351,1224,1342,90617,87760,126,9.428,115,8.605,12474,1693,10781,1.929,14.214,6603,2414,4189,2.751,7.524,5871,6.690,15.048,84,84,803
1978,3352,371,484,154178,149370,43,9.034,27,5.672,18460,1970,16490,1.319,12.359,8906,1366,7540,0.915,5.962,9554,6.396,11.925,9,10,126
1978,3353,1871,2314,293222,283477,235,10.405,124,5.490,35505,6714,28791,2.368,12.525,15766,4544,11222,1.603,5.562,19739,6.963,11.123,81,81,959
1978,3359,1616,2015,215752,209861,188,9.400,158,7.900,28694,5837,22857,2.781,13.673,16716,5151,11565,2.454,7.965,11978,5.708,15.931,90,90,1398
1978,3361,153,209,315238,307686,37,17.703,37,17.703,41211,13686,27525,4.448,13.394,24807,16068,8739,5.222,8.062,16404,5.331,16.125,28,28,234
1978,3362,2000,2226,150188,146160,255,11.463,252,11.328,23343,4530,18813,3.099,15.971,15688,4512,11176,3.087,10.733,7655,5.237,21.467,181,181,1782
1978,3363,3742,4451,763341,751538,508,10.346,1426,29.043,68656,10198,58458,1.357,9.135,45017,14092,30925,1.875,5.990,23639,3.145,11.980,1140,1140,8059
1978,3364,1002,1193,565574,553943,100,8.379,101,8.463,52038,3166,48872,0.572,9.394,28054,4979,23075,0.899,5.064,23984,4.330,10.129,67,67,1881
1978,3365,161,225,62387,57369,12,5.333,12,5.333,16398,9542,6856,16.633,28.583,6505,423,6082,0.737,11.339,9893,17.245,22.678,9,9,250
1978,3366,1070,1163,202773,202794,156,13.672,112,9.816,23247,3624,19623,1.787,11.463,23882,2559,21323,1.262,11.777,-635,-0.313,22.927,84,84,1442
1978,3369,442,456,34024,31869,68,15.044,60,13.274,6671,633,6038,1.986,20.933,2473,1360,1113,4.268,7.760,4198,13.173,15.520,50,50,509
1978,3371,11883,12456,400054,379507,1896,15.567,1344,11.034,73279,18385,54894,4.844,19.309,32347,14654,17693,3.861,8.523,40932,10.786,17.047,1032,1034,8511
1978,3372,2151,2254,110524,106511,259,11.627,206,9.248,17458,4054,13404,3.806,16.391,9329,3229,6100,3.032,8.759,8129,7.632,17.517,157,157,1388
1978,3379,1103,1249,40045,38652,90,7.191,95,7.591,6342,868,5474,2.246,16.408,3467,1427,2040,3.692,8.970,2875,7.438,17.940,68,68,865
1978,3391,8437,8987,210913,204622,1351,15.481,831,9.522,34780,9573,25207,4.678,16.997,22021,7278,14743,3.557,10.762,12759,6.235,21.524,614,616,3418
1978,3399,14965,15654,478932,464973,1927,12.421,1646,10.610,81174,16868,64306,3.628,17.458,53598,18838,34760,4.051,11.527,27576,5.931,23.054,1269,1271,9876
1978,4231,17465,20888,247580,239852,2454,11.889,1959,9.491,47495,14107,33388,5.882,19.802,32037,14372,17665,5.992,13.357,15458,6.445,26.714,1277,1300,6355
1978,4232,6199,7223,80702,77185,1064,15.095,715,10.144,18811,5403,13408,7.000,24.371,11703,5428,6275,7.033,15.162,7108,9.209,30.325,479,483,1799
1978,4233,6642,8346,106988,101795,1195,14.664,801,9.829,24682,7345,17337,7.215,24.247,14181,6440,7741,6.326,13.931,10501,10.316,27.862,505,509,2519
1978,4234,15294,21452,369551,348876,3402,16.483,1776,8.605,82149,32721,49428,9.379,23.547,41691,19326,22365,5.540,11.950,40458,11.597,23.900,1024,1054,5852
1978,4235,5497,8018,127998,123857,951,12.070,673,8.542,24537,7097,17440,5.730,19.811,16273,7059,9214,5.699,13.139,8264,6.672,26.277,369,379,2317
1978,4236,11608,16406,203750,194754,2283,14.194,1640,10.196,47072,17329,29743,8.898,24.170,28871,13584,15287,6.975,14.824,18201,9.346,29.649,946,966,4178
1978,4237,9414,12112,131427,127052,1449,12.194,991,8.340,25530,7809,17721,6.146,20.094,16769,7711,9058,6.069,13.199,8761,6.896,26.397,625,646,3623
1978,4238,40714,53177,599186,576493,6158,11.824,3963,7.610,120803,41601,79202,7.216,20.955,75289,30696,44593,5.325,13.060,45514,7.895,26.120,2438,2479,12988
1978,4239,17900,19613,202981,197647,2999,15.560,2320,12.037,46503,14268,32235,7.219,23.528,35880,14901,20979,7.539,18.154,10623,5.375,36.307,1637,1654,6945
1978,4241,5948,8427,120223,117683,905,10.919,628,7.577,21449,5944,15505,5.051,18.226,16283,7122,9161,6.052,13.836,5166,4.390,27.673,382,386,2946
1978,4242,2384,3130,86026,83486,424,13.588,405,12.979,17702,6329,11373,7.581,21.204,12669,6913,5756,8.280,15.175,5033,6.029,30.350,227,243,2719
1978,4243,7998,8776,89369,88642,1508,17.440,1250,14.456,24322,8476,15846,9.562,27.438,23072,11621,11451,13.110,26.028,1250,1.410,52.057,895,902,4769
1978,4244,25688,31585,530904,517761,3713,11.820,3367,10.719,104107,31362,72745,6.057,20.107,77231,37075,40156,7.161,14.916,26876,5.191,29.833,2285,2316,17472
1978,4245,8724,11889,108529,106651,848,7.119,892,7.489,22356,5711,16645,5.355,20.962,18714,7812,10902,7.325,17.547,3642,3.415,35.094,557,573,4168
1978,4246,5172,7790,94465,92538,1090,14.367,684,9.015,19298,6588,12710,7.119,20.854,15581,6086,9495,6.577,16.837,3717,4.017,33.675,365,367,1881
1978,4247,11906,15992,146842,144234,1565,9.770,1618,10.101,32022,9638,22384,6.682,22.201,26623,11573,15050,8.024,18.458,5399,3.743,36.917,891,908,4406
1978,4248,4848,5974,120150,118646,432,7.186,508,8.450,20276,5533,14743,4.663,17.090,17496,10063,7433,8.482,14.746,2780,2.343,29.493,338,343,6537
1978,4249,16322,19833,201650,197703,2596,13.242,2140,10.916,40323,13470,26853,6.813,20.396,32194,14489,17705,7.329,16.284,8129,4.112,32.568,1443,1461,7103
1978,4251,23310,25747,258129,248984,3458,13.772,2181,8.686,54404,18378,36026,7.381,21.850,36210,15014,21196,6.030,14.543,18194,7.307,29.086,1421,1425,6941
1978,4411,41161,42300,866930,836426,4194,9.964,3776,8.971,132596,39622,92974,4.737,15.853,71511,28441,43070,3.400,8.550,61085,7.303,17.099,3070,3088,21695
1978,4412,12617,13050,82034,78321,1984,15.469,1535,11.968,21168,8221,12947,10.497,27.027,13682,5875,7807,7.501,17.469,7486,9.558,34.938,1216,1221,4516
1978,4413,40497,55334,392484,376634,6643,12.240,4520,8.328,83460,31942,51518,8.481,22.159,51715,21674,30041,5.755,13.731,31745,8.429,27.462,2842,2970,12447
1978,4421,23216,26772,212843,205124,3465,13.100,2821,10.665,47038,18818,28220,9.174,22.932,31653,14841,16812,7.235,15.431,15385,7.500,30.862,1941,1982,8018
1978,4422,17992,20263,116113,108572,3961,20.245,2566,13.115,33621,14611,19010,13.457,30.967,18603,9055,9548,8.340,17.134,15018,13.832,34.269,1815,1868,5651
1978,4431,28411,38066,210506,198389,6007,16.119,4408,11.828,56991,25447,31544,12.827,28.727,32947,16275,16672,8.204,16.607,24044,12.120,33.215,2858,2931,9753
1978,4441,54431,68382,630412,600327,7499,11.165,5070,7.548,131807,46122,85685,7.683,21.956,71551,28395,43156,4.730,11.919,60256,10.037,23.837,3473,3511,15234
1978,4442,15461,18849,137561,133539,2274,12.258,1677,9.040,31206,12069,19137,9.038,23.369,23310,8335,14975,6.242,17.456,7896,5.913,34.911,1144,1159,4299
1978,4451,63245,94193,1500482,1459862,11788,12.532,11535,12.263,290186,122083,168103,8.363,19.878,208710,90692,118018,6.212,14.297,81476,5.581,28.593,7626,7747,38249
1978,4452,22473,27624,164043,157393,4475,16.265,4252,15.455,47199,22106,25093,14.045,29.988,34039,17672,16367,11.228,21.627,13160,8.361,43.254,3074,3118,12187
1978,4453,28815,34004,166422,155088,3985,11.752,3796,11.195,47211,13932,33279,8.983,30.441,24620,11284,13336,7.276,15.875,22591,14.567,31.750,2694,2732,7702
1978,4461,44180,59791,525797,515428,6924,11.795,4751,8.093,99241,38908,60333,7.549,19.254,79016,35228,43788,6.835,15.330,20225,3.924,30.660,2865,2938,13988
1978,4471,124389,162658,938140,905936,22548,13.682,26839,16.285,264149,105682,158467,11.666,29.158,199924,104699,95225,11.557,22.068,64225,7.089,44.136,18371,18668,63752
1978,4481,59541,90345,753314,734341,13613,15.285,11049,12.406,183964,77530,106434,10.558,25.052,145600,69761,75839,9.500,19.827,38364,5.224,39.655,6534,6821,31099
1978,4482,11369,29753,159345,151624,3617,12.293,2956,10.047,39707,16628,23079,10.967,26.188,24522,11433,13089,7.540,16.173,15185,10.015,32.346,1140,1233,4430
1978,4483,16118,22058,127670,122228,3223,14.987,2118,9.849,31727,14041,17686,11.488,25.957,20973,8782,12191,7.185,17.159,10754,8.798,34.318,1219,1295,4689
1978,4511,30234,37713,219845,211267,7050,19.121,5363,14.546,60812,28353,32459,13.420,28.784,43538,21359,22179,10.110,20.608,17274,8.176,41.216,3644,3702,13091
1978,4512,7251,9666,59904,55236,1847,19.743,1225,13.095,19605,8338,11267,15.095,35.493,10301,4637,5664,8.395,18.649,9304,16.844,37.298,836,850,3005
1978,4522,550,6126,1119981,1087813,515,8.552,307,5.098,162657,55536,107121,5.105,14.953,100122,25832,74290,2.375,9.204,62535,5.749,18.408,38,46,3208
1978,4523,16736,32750,817953,811807,3095,9.370,3656,11.069,123628,46327,77301,5.707,15.229,111862,41529,70333,5.116,13.779,11766,1.449,27.559,2050,2106,8358
1978,4531,18511,19611,97468,91958,2979,15.526,2132,11.111,27497,8854,18643,9.628,29.902,16497,8671,7826,9.429,17.940,11000,11.962,35.880,1618,1659,4847
1978,4532,20140,23548,134052,125888,4730,20.825,3061,13.477,39515,17232,22283,13.688,31.389,23230,11457,11773,9.101,18.453,16285,12.936,36.906,2231,2258,6376
1978,4533,6938,8101,36692,34521,1450,18.229,1157,14.545,11469,4832,6637,13.997,33.224,7097,3422,3675,9.913,20.559,4372,12.665,41.118,816,819,1996
1978,4539,20426,24218,106401,101128,4478,18.838,3584,15.077,33308,15073,18235,14.905,32.937,22691,11639,11052,11.509,22.438,10617,10.499,44.876,2435,2494,7969
1978,4541,4732,6430,88705,88856,1080,17.254,739,11.806,20755,8323,12432,9.367,23.358,20724,11792,8932,13.271,23.323,31,0.035,46.646,431,436,3192
1978,4542,4341,5432,74052,72119,642,11.878,588,10.879,13332,4042,9290,5.605,18.486,9607,4130,5477,5.727,13.321,3725,5.165,26.642,374,377,2019
1978,4543,18036,23747,201537,202069,2381,10.018,2422,10.190,38417,11606,26811,5.744,19.012,39359,13997,25362,6.927,19.478,-942,-0.466,38.024,1668,1682,7184
1978,4811,942,2203,272035,261035,260,11.778,269,12.186,41792,4461,37331,1.709,16.010,19511,3149,16362,1.206,7.474,22281,8.536,14.949,97,98,977
1978,4812,300,425,5500,4972,94,22.651,74,17.831,2140,437,1703,8.789,43.041,1116,884,232,17.780,22.446,1024,20.595,44.891,42,42,206
1978,4831,465,729,38006,37577,100,13.736,98,13.462,8610,2698,5912,7.180,22.913,7605,4579,3026,12.186,20.238,1005,2.675,40.477,50,58,1387
1978,4832,439,510,16066,15824,55,10.721,61,11.891,3721,1984,1737,12.538,23.515,3257,1098,2159,6.939,20.583,464,2.932,41.165,35,40,977
1978,4841,20764,25644,526147,500441,4897,19.480,3886,15.458,129287,42208,87079,8.434,25.835,77644,31585,46059,6.311,15.515,51643,10.319,31.030,2800,2802,11531
1978,4842,38463,41868,519400,501674,7359,17.813,6249,15.126,125263,39417,85846,7.857,24.969,89667,36620,53047,7.300,17.874,35596,7.095,35.747,4753,4761,18382
1978,4851,395,436,22813,22468,34,7.675,48,10.835,3152,479,2673,2.132,14.029,2566,1547,1019,6.885,11.421,586,2.608,22.841,35,35,1395
